Movie name,Review,Created at,Score,Genre
Star Wars: Episode V - The Empire Strikes Back,"objectively, this is the best star wars movie. it pains me to say that revenge of the sith isnt better than this movie.","APR 27, 2022",10.0,sci-fi
The Fly,"The atmosphere, the characters, the story, the music, the performances, the special effects. They all combine neatly into this perfect mixture of character story horror drama. Trully a masterpiece.","APR 17, 2023",8.0,sci-fi
The Faculty,"Williamson has redeemed himself. After spewing out garbage from I Know What You Did Last Summer, Kevin Williamson has redeemed himself with ""The Faculty"" First off like Scream and Scream 2 it is not necessarily scary but it was very entertaining. The plot is good but it transposes the typical ""Breakfast Club"" high school strata(the jock, the nerd, the druggie, the loner, ms. popular)typical 80's characterizations. But none the less a good plot. The actual action scenes were cool and the plot was fluidly flowing and the cast was excellent. A DEFINITE MUST SEE IF YOU LIKE PREVIOUS WILLIAMSON FLICKS.","OCT 25, 2021",9.0,sci-fi
Equilibrium,"Wow, talk about aiflm with an overwhelming amount of unnecessary hate. Equilibrium is a very high quality sci-fi action flick with great sequences of drama, along with a fantastic performance by the ever brilliant Christian Bale. His performance alone lifts this up from your ordinary action movie to something much more.","DEC 2, 2013",8.0,sci-fi
X2: X-Men United,"This sequel elevates the stakes, with more bigger action set pieces and intense sequences, as well as the introduction to more fascinating characters.","OCT 7, 2018",8.0,sci-fi
Star Wars: Episode VI - Return of the Jedi,A wonderful ending to the saga and the finale with Vader,"NOV 1, 2023",8.0,sci-fi
Inception,This movie is great it makes you have to use your mind a lot and think about what Is actually happening. For the first hour it can be a little bit confusing but as the movie drags on it becomes more obvious about what Is actually happening. Christopher Nolan’s cinematic shots are great especially the slow motion ones. The thing that makes this movie is the score one of the best around would recommend this movie to anyone who likes mind using movies,"JAN 14, 2023",8.0,sci-fi
Brazil,"This was probably one of the best, darkest comedy that I have watched that had a couple of down sides which I will get into.First of all the world that they are showing us was amazingly crafted and incredibly interesting , society is pretty much the worse nightmare for Orwell, Kafka and Huxley where the entire premise is a bureaucratic nightmare + Authoritarian Regime where people have incredible apathy towards the world around them. Daily bombings? Lets just continue shopping baby, a guy got wrongly killed because we made a document mistake? What are you talking about we don't make mistakes around here do we gov'nah?. The world is pretty much the most interesting part of the movie , the characters not so much sadly. The main character was good and so were most of the supporting roles except Julie which was played by a robot(if that was the point Bravo) and sadly the movie is pretty long for its own good but the worth was totally the wait because the end was really well made and was realistic for the world that they lived in , only if they have made it shorter and got a better female lead it would've been perfect.9/10","FEB 26, 2021",9.0,sci-fi
Akira,"I had seen Akira a number of times a few years back, and watching it again just two days I can't tell you how enthralled I was watching it. The animation is beautiful and very detailed with a wide range of colours that are extraordinary to watch, and the score was phenomenal, it stirred many emotions inside of me. Just like the storytelling that was thrilling, shocking and heart-breaking did, likewise with the use of sound, the silence was even more haunting and intense than those scenes with sound, the excellent dialogue, characters that are developed so well(for a character-driven film you'd expect that, the main characters' conflict is especially well done) that you do root for them and a message that I highly appreciate and don't feel it's over-didactic. All in all, amazing, a real landmark for not only anime but also animation in general. 10/10 Bethany Cox","MAR 21, 2022",10.0,sci-fi
Donnie Darko: The Director's Cut,"A film that mixes social issues and moral concepts of quantum physics and that still has a whole intricate screenplay, full of moments that connect key elements arranged separately on the timeline of the script and doing it all quite well without holes carefully distributed equally, it is definitely a milestone. Like Lynch's recent films, these films are not just movies, they are objects of study, meaning, here you also need a second immersion in the world of Donnie to connect all the dots. In my opinion, he wasn't schizophrenic. Frank was just there to guide him in your mission. and impressive as in the end when he was receiving revelation, Frank horn trying to wake Donnie not to die in a panic. Science fiction is very well developed, combining both time travel and parallel universe. and the creepy feeling that all agreed. It's hard to understand seeing the film only once time, and it is very difficult without seeing the Director's Cut. It's totally open to interpretation, which makes the original better, but less enlightening And it is amazing how they made it look like a REALLY late '80s, photography, music, culture, everything. You don't know what had been done in 2001, certainly think it was 90s. Probably the smartest/complex movie I have ever seen, impossible to absorb everything in one view only. Many details and issues are touched gently that you can be talking about it for years. Since the high school portrayed, bullying, politics, Donnie's mental state and his low self esteem, always considering a madman and a burden for parents. His stop with the drugs portray the true situation of patients. His revolt against society/life (with the attitude of young Donnie are common these days) showing the injustice that they are, the error of people only see the surface problems and separate them between two categories: good or bad, or love and fear. relationships, platonic or not being the common fights between brothers, even loving one another. Donnie's criticism to young people have children early, is teenage life portrayed in a movie alone. is so critical that makes you think about all this on an unconscious level, then spring up as an idea of many layers, one whole. In fact, the cult theme just amazed me. The movie has a wonderful story, a story all snug by the 'erased' Richard Kelly. Whatever the issue of quantum physics or the subject matter. The climax of the movie is the great lesson of sacrifice to save a world that does not even deserve to be saved. It is not necessary or at least understand the movie to get a conclusion of what the director wanted to come to us. Donnie's story is sad and ****. Donnie may well represent each of us. Each love we had, that there was repression in every school and every sacrifice we had to do to fix something in our lives. I know it's a cult film, and hated by many people, I guess. But I still believe I'll live long enough and I never will see a movie so important to me like that. The soundtrack is flawless, from Echo and the Bunnymen to INXS, Joy Division and through the end of the beautiful song â","MAY 28, 2011",8.0,sci-fi
The Butterfly Effect,"Ashton did a brilliant job in this film. The story was his idea, Ashton is brilliant and his brilliance comes through in his performance. Ashton has an IQ of 160 which is known as phenomenal genius, this is the savviest movie he has been in, a quintessential masterpeice.","SEP 11, 2021",10.0,sci-fi
Inception,Director Christopher Nolan is a legend and Leonardo DiCaprio's acting is crazy!,"JAN 12, 2022",10.0,sci-fi
E.T. The Extra-Terrestrial,"Saw this at a 40th anniversary IMAX showing and it was real treat, Probably hadn't seen it in over 20 years. Found it very enjoyable and was grateful to see it on the big screen.","AUG 13, 2022",9.0,sci-fi
Akira,"Katsuhiro Otomo co-wrote the screenplay of Akira and directed this 1988 adaptation of his much-loved 1980s-era manga (comic book); it was a huge production that paid off enormously. When it arrived in America, it became a cult classic and introduced Western audiences to anime (Japanese animation), a genre that remains popular to this day. Akira is extraordinarily dense and enormously complicated, and things like story and characters tend to go out the window in favor of cosmic ideas and mysteries, bizarre imagery, and astounding levels of violence. It takes full advantage of the animated medium with its sheer imagination and intensity. Indeed, to attempt these same images in a live-action setting would have been far too expensive and disturbing. Time has not yet dulled the sheer impact of the work, though, and the level of detail, movement, and fluidity is still highly impressive. It's still essential viewing for anyone interested in the genre.","DEC 23, 2013",10.0,sci-fi
Aliens,In my opinion I think this is one of those cases were the sequels are better than the original.,"JUL 16, 2020",10.0,sci-fi
X2: X-Men United,bjjbugtdtfihojkougdawerihojihyrsrsgnewwffsvnkoolnubyvyctfguguguhihhiihugyfdtrdyfugiyiuiui7gt,"APR 23, 2021",10.0,sci-fi
E.T. The Extra-Terrestrial,"This is one classic films its been a long time since i watched this film it was just mysterious and it is weird when its been a long time since you saw et it was freaky. You watch it again and its shocking as you get older watching the film again. I love the story and to be honest it had been the best movie to be directed by Steven Speilberg since after his most ambitious film ( Jaws). Steven Speilberg is the best film maker he has a filmmakers eye in adventure films.( Indiana Jones , Catch me if you can , Saving private ryan). Grade A+","OCT 7, 2014",10.0,sci-fi
Terminator 2: Judgment Day,The number one highest grossing movie in 1991 and it’s the best of all time ever,"DEC 23, 2020",10.0,sci-fi
"I, Robot","7.8 out of 10, too much robot - IGN I toke that reveoo form ign becuse they r cewl and i lik ign becasue it was col and goodd was i lkie a robot and it was fun too wathc so yes sebven outa 8 pls d3onut make fun of my speling im just not Goid at the inglishs and the freches my name s Jarrhed and I m 6 so i amn not compopopters","OCT 16, 2017",8.0,sci-fi
Inception,The greatest movie of all time I have watched this movie about 10 times and it still amazes me,"MAR 30, 2022",10.0,sci-fi
Cloud Atlas,"This film addresses a subject rarely addressed in the cinema: how individual actions can, over the time, influence the course of future events. It mixes six different stories passed in the past, present and future. It's directed by Tom Tykwer, who also wrote the script along with Lana and Lilly Wachowski. In his several roles, it includes Tom Hanks, Jim Broadbent, Jim Sturgess, Ben Whishaw, Halle Berry and Doona Bae, among other artists. This movie is one of the most complex and difficult to follow I've seen in cinema. We need to view it carefully in order to understand it and savor it, and that complexity is a motive why some people will probably dislike it. By mixing six stories situated in six moments in space and time, but united by so subtle connection elements such as a song, a book or a birthmark, this film looks like a tangle of stories without head or tail, but it's not true. That happens because the topic addressed is also complex, so as David Mitchell's novel. The script is flawless, superb and deserves congratulations but the cast deserves even more applause. They literally had to unfold to make this film and none of the main actors made less than three different characters, which is an achievement and a challenge for any actor. And perhaps it was the pleasure of the challenge that led so many big names from Hollywood to risk entering in an openly indie film, far from the financial support of the big corporations of the industry. The technical offices are beyond reproach, thought of every detail and made an exceptional work: the costumes are exquisite and the makeup and visual and special effects are gradually surprising more and more. Reinhold Heil signs the soundtrack, which was also excellent. There are certain films that, as good as can be, end up being marginalized due to issues that have nothing to do with the quality or beauty. This film is one of those. Despite the depth and complexity of the script doesn't allow it to be massively understood or appreciated, is an exceptionally good movie that the fact of not having a film company behind left almost out of the critics attention or the major industry awards. Surprising, exciting, this film is mentally provocative and it's sad that hasn't even been nominated for more categories at the Oscars and Golden Globes.","FEB 19, 2018",8.0,sci-fi
Captain America: The Winter Soldier,"Personally, I watch this movie over and over again. I never get tired of it. Because it's fun for me and I enjoy watching it from the bottom of my heart. Just like the previous phase and the previous work, this one is the best phase 2 movie after Guardians of the Galaxy. . I said last time that the action sequences and special effects were not very interesting, but here they are great! Especially the elevator sequence. It is unique. I remember the panels of Jack Kirby's comics. Because they are creative. Exactly the strong points of the last time have come here as well. However, you have to think more about the villain of the movie. The last time was great. Robert Redford's acting is great here as well. But his plan is a bit clichéd. But it was creative and made that sense of Zero to fully understand the hero. Another problem he had was this: around minute 95 of the movie, there is a sequence where the captain says impressive sentences behind the podium. And that's where the SHIELD agents find out the truth and go to help him. But not thinking that the sound is recorded? So why are they being trained? However, the movie has different characters like Nick Fury or Black Widow in the movie and gives them an effective role.","AUG 15, 2023",9.0,sci-fi
Star Wars: Episode VI - Return of the Jedi,"This is not quite as great as the first two Star Wars films. The pacing is a little clumsy, and the film is a bit too silly at times. Nevertheless, Return of the Jedi is still a satisfying conclusion to the original Star Wars trilogy, and has some great emotional moments.","MAR 23, 2021",9.0,sci-fi
The Matrix,I love this whole series besides the newest one. I honestly always thought everything in the world was fake. So when this came out it was exactly what I've been thinking my whole life up to that point. Humans against the machines. I was surprised how spot on the movie was to my thoughts.,"JAN 3, 2023",10.0,sci-fi
Face/Off,"The first American Woo film not to insult the genius of the man! John Woo's best film in Hollywood and probably will sadly never be surpassed. He has been wasted post Hong Kong but this was a genuinely class action movie. The plot itself is about as logical as flushing the toilet and then crapping, but the convoluted story takes a back seat to interesting character development. Its Sci-Fi elements don't take too much focus which is good, and unlike Woo to do so anyway. The film has John Travolta and Nic Cage both playing opposite characters, Travolta playing a more refined and less showy role than usual and Cage playing his usual extravagant role, then the two roles are traded as their characters get their faces swapped. There is an interesting dynamic as both actors play both to their usual types (very theatrical) and against type (more refined). Not to mention the psychological elements of the character with both having to wear the face of their Nemesis who they despise. It is particularly interesting from Archers point of view because he begins to hate himself and almost can't take what is happening to him. Of course as you expect with Woo the action is first rate, albeit with mucho doubling for Cage and Travolta. What is amazing now though is that face transplants are possible, so who knows perhaps one day soon we could take on someones whole identity.","OCT 23, 2021",9.0,sci-fi
Inception,"This movie really shows how intelligent Christopher Nolan is. The concept may be mind-boggling, but that's what makes it great. Every time I re-watch it I realize a new thing about it, something I hadn't seen before. I recommend everyone to watch it. Also, great score by Hans Zimmer.","NOV 16, 2022",10.0,sci-fi
Spider-Man 2,a film that is close to me !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"MAY 9, 2022",10.0,sci-fi
Assassin 33 A.D.,"Great combination of sci-fi, humor, and history. 10/10 will recommend! Love Amy & Simon! ♡","JAN 23, 2020",10.0,sci-fi
Face/Off,"Action Incarnate While many films live on for their atmosphere and morals, this will be remembered for its pure, unbridled action. Director John Woo's mastery of cinematic action is exemplified in this two hour thrill ride as John Travolta and Nicholas Cage clash in a mano a mano battle to the death. Dealing with themes of obsession and the devastating effects of vengeance, Face/Off is a masterclass in high octane film-making which manages never to stray into the absurd or the excessive. The sheer level of acting talent holds the film above others in its genre, as Travolta plays Cage playing Travolta and vice versa, tangled in a brutal battle of wits game of cat and mouse which culminates in an adrenaline fueled finale like no other.","SEP 15, 2021",9.0,sci-fi
Captain America: The Winter Soldier,"Very good movie, best I've seen in a while. Comparable to Avengers really. Acting and Writing were both awesome","FEB 16, 2022",10.0,sci-fi
Spider-Man 2,"There is a 75 character minimum for reviews. If your review contains spoilers, please check the Spoiler box. Please do not use ALL CAPS. There is no linking or other HTML allowed. Your review may be edited for content.","FEB 8, 2022",10.0,sci-fi
Spider-Man 2,"Spider-Man 2002 was a masterpiece, but this was way better then the first. Definitely deserves the amount of praise it is getting.","FEB 13, 2022",10.0,sci-fi
Akira,"'Akira' is a great cyberpunk post-apocalyptic movie that leaves a lasting impression on its viewers. The film boasts highly detailed and varied environments, transporting the audience into a visually stunning and immersive world. At its core, the film's story is amazing, featuring a complex narrative that explores existential themes, power, and the nature of humanity. However, the intricacies of the plot can sometimes be confusing, requiring a keen eye and multiple viewings to fully grasp the depth of the story. The film introduces a multitude of characters, but some of them remain underused, leaving viewers wanting more from their development and involvement in the plot. One of Akira's standout features is its notable soundtrack which perfectly complements the movie's futuristic atmosphere and enhances its emotional impact. Despite being released in 1988, the animation in Akira still holds up quite well, with scenes that continue to amaze even in comparison to modern standards. The attention to detail and fluidity of motion are a testament to the film's artistic brilliance. While its complexity may be daunting at times, its extraordinary cyberpunk world, combined with a notable soundtrack and visually striking animation, make it a must-watch for fans of the genre and animation enthusiasts alike.","AUG 2, 2023",7.0,sci-fi
The Mitchells vs. The Machines,"Though not the best movie in the world, this movie is a really enjoyable and fun animatic that is good for all ages. Viewers can actually relate to this movie instead of the terrible Emoji Movie that was sent down from Hell to torment us into insanity. I definitely recommend you watch this movie if you like/love the action and comedy genre.","JUN 1, 2021",9.0,sci-fi
Superman,"This film would be perfect if it weren't for a screenplay which, in my opinion, is quite bad.","AUG 29, 2020",8.0,sci-fi
Blade Runner,A masterpiece. It really defined the Cyberpunk concept on the big screen.,"OCT 26, 2023",10.0,sci-fi
Superman II,"Although the original Superman will always be the strongest in my eyes, I still really quite enjoyed this film. With a montage to start the film off, just in case you have forgotten anything from the previous film, but this film is simply just fun, and the most entertaining thing for me was watch Lois lane and Superman play off each other and see how their relationship developed. That and General Zod of course, who is a truly great villain played by the one and only Terence Stamp. I will be interested to see Michael Shannon's take of the character in Man of steel... Had to mention it at some point. It's a Superman review. And it is Superman week. Lets face it. The main problem I had with the film is that I felt that there were some bits that felt too placed, and could have been cut out completely. The film does seem to drag in the middle a little bit which could arguably be down to the troubled production, with a switch of director in the middle of production from Richard Donner to Richard Lester. This resulted in a problem with the tone of the film, as Donner wanted a dark film while Lester tried to add in a lot of slapstick- which to be honest were the bits that dragged the film down- what I would call the silly parts, when the film suddenly becomes a cartoon for a few minutes. I will be interested to see Richard Donner's cut. I enjoyed Superman 2, although it doesn't have the same magic of the first one it is still a great superhero film.","JUN 25, 2013",7.0,sci-fi
Star Trek VI: The Undiscovered Country,"The Undiscovered Country is a great way to send off the original series, but is it the best movie? No. The Wrath of Khan still holds that title. This is a very interesting Star Trek film because it has one of the more interesting plots. Peace with the Klingons. It allows the film to delve into topics like prejudice and racism. It has a great villain with an interesting twist. Overall it's one of the better Star Trek films, the part of the movie that I don't care for though is when they're at that Klingon prison. Other than that it's one of the best Star Trek movies. A-","APR 8, 2018",9.0,sci-fi
X2: X-Men United,"There's a sense of continuity between the original two Brian Singer X-Men films that we've only seen superhero cinema replicate once in the years that followed with the MCU's Avengers: Infinity War and Endgame. X2 picks up the thread exactly where its predecessor left off. There's not even really a new threat here. Rather we're just seeing the next natural evolution of the conflict they were already involved in. This quality of telling one ongoing story, whereas its peers from Marvel and DC treat each successive release as an entirely new adventure, is one of the aspects that make the early entries in this series stand out from the pack. Another is how the real enemy these heroes fight against isn't the supervillain Magneto's ""Brotherhood"" or even the crazed military colonel trying to weaponize and annihilate them. It's the ignorance, fear, and close-minded nature of the world they live in. It's easy to draw parallels between the mutant's plight and that of real life issues like racism and ****. The interesting thing about this property is that its approach to exploring these issues has always shown the evils prevalent on BOTH sides of discrimination. Obviously the humans are at fault for their treatment of a people they don't understand, but the X-Men franchise also condemns those who would seek to meet intolerance with an aggression that only reinforces negative stereotypes and puts further walls between us. The message these characters have tried to teach us over the years is that the only way we will all be able to achieve a sense of unity and harmony that transcends our differences is through understanding, patience, and education. A moral that makes the original comics and movies even more significant today in a time where so many are attempting to combat hatred with even more hatred. Like any good sequel, X2 dives deeper into its world and characters. Which is compelling and interesting from a narrative standpoint, but all of this extra storytelling makes for a less exciting watch overall. There are essentially three different plot threads going on. The main one is great, but the other two leave a bit to be desired. We get to learn more about Wolverine's origin, but none of that ever feels terribly substantial and kind of ends up going nowhere. We also get some obligatory sequel setup centered around Jean Grey that will likely leave anyone not familiar with the source material wondering what the heck all that nonsense was about once the credits roll. Of all the X-Men movies this might be the one that nails the whole team dynamic the best. Hugh Jackman still basically carries all of the action sequences, but the rest of the time his role in the story feels no larger than that of his peers. This is the first time I've actually found myself somewhat overlooking Wolverine in one of these films because of how many impactful moments were written for the other characters. X2 proves to still be a solid blockbuster after all this time and may even be more relevant than ever due to its themes and underlying subtext. It definitely suffers from being a definitive middle chapter (meaning nothing of real consequence actually happens) and is perhaps not as action-packed as its predecessor overall. Yet, it still does a lot that modern superhero flicks could stand to learn from, and because of that held up better upon this revisitation than most of the MCU and DCEU catalogue will be able to when the same amount of time passes on them. 7.7/10","NOV 25, 2020",7.0,sci-fi
Inception,"**** rips, rotating hallway fight could of been 20 minutes longer. Technical aspects are on a different level.","JAN 5, 2024",10.0,sci-fi
Men in Black,"The recent Pentagon report on aliens at Roswell, N.M., (which tells us there are no aliens) and the release of ""Men in Black"" (which tells us that the Earth is teeming with the ****) have come together in some sort of delicious irony. Which one do you believe and which one do you laugh at? Whatever your choice, you can be sure of one thing, at least: ""Men in Black"" pumps much-needed humor into the whole conspiratorial, doom-and-gloom subject. We can finally chuckle at the idea that we’re not alone. As with director Barry Sonnefeld’s ""Addams Family Values,"" the movie’s completely on the surface. It’s all punch lines and sight gags, with its thematic concerns barely registering on the subatomic scale. If you retain anything after this movie it’ll be because you took dutiful notes or you’re just weird that way. For 98 soon-to-be-forgotten minutes, you can laugh at the extraterrestrial creatures who seem to have crawled, hopped and slithered out of Tim Burton’s bag (actually, they’re the inventive work of creature-meister Rick Baker and Industrial Light & Magic). Most important, you can enjoy the chemistry between alien-bashers Tommy Lee Jones and Will Smith, who show up for duty with two different approaches to comedy. Smith is all sassy attitude, he’s the Fresh Prince turned NYPD cop. And he gets to say his favorite phrase -- ""Now that’s what I’m talking about!"" -- at least twice. Jones, whose interior is almost as tough as his exterior, grounds his partner’s antics with a dour, sure deadpan. With their dark suits, shades and official just-the-facts demeanor, they suggest the Blues Brothers trying to make it through an episode of ""The X Files."" When NYPD detective Smith is recruited by a mysterious government agent known only as K (Jones), he discovers a whole new vocation -- and a brave new world. Thousands of aliens, he learns, are either roving the planet in human disguise or rubbing flippers with each other in a government alien camp straight out of the ""Star Wars"" bar. It’s the job of the organization -- the Men in Black agency (MiB) -- to track down these out-of-town scum, capture ’em and book ’em. One of the MiB’s biggest occupational problems is keeping society unaware of its work. (We couldn’t handle such trauma, see.) This means employing a flashing device called a Neuralyzer that erases the memory of anyone who happens to witness an MiB alien bust. Smith, whose identity is erased and whose agency-given name is now J, is thrown into a mission right away. He and K have to save the world from a malevolent space maggot (in the hilariously loose-fitting human form of Vincent D’Onofrio) who plans to cause the usual, Earth-wide destruction. Their investigations bring them into frequent contact with Laura Weaver (Linda Fiorentino), a deputy medical examiner who’s too smart for her job (""I hate the living,"" she complains), and who proves very helpful. The movie, which is based on the Lowell Cunningham comic book series, throws out some wonderful implications, but they’re frustratingly few and far between. ""Is it worth it?"" asks the soon-to-be J, as he considers working for MiB. ""Yeah, it’s worth it,"" says K, ""if you’re strong enough."" A comment like that suggests J will be emotionally -- as well as physically -- tested. But most of the time, his biggest problem is spattered alien slime. He doesn’t need strength, he needs a good dry cleaner. On another occasion, K declares that certain familiar innovations (e.g. Velcro, microwave ovens and liposuction) were actually plundered from captured aliens and are used to finance MiB. What a marvelous concept! But the movie never returns to this tip-of-the-iceberg revelation. Mostly, ""Men in Black"" (scripted by Ed Solomon) is about the laughable and the immediate: ""Your skin is half off your bones,"" says D’Onofrio’s wife, after the unfortunate human has just been killed and his flesh used for the sinister maggot’s outer shell. The alien yanks and pulls his fleshy face until it’s stretched gruesomely across his face. ""There, that’s better,"" he growls. Obviously, making a movie that’s genuinely funny and entertaining is already a great achievement (especially during the summer), but with a little more work, this movie could have been worthy of repeated viewings, a sci-fi gas for the ages. Instead, it’s just the best yuk of the week.","APR 2, 2016",7.0,sci-fi
Star Wars: Episode IV - A New Hope,gggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg,"JUN 14, 2022",9.0,sci-fi
Unbreakable,This film is a masterclass of acting and unpredictability. It gives a fresh taste to the superhero genre and gives a good in depth story. Must see,"JUL 24, 2018",8.0,sci-fi
The Matrix,"I really like this movie... it was brilliant. he changed cinema, the view of cinema. amazing.","JAN 28, 2022",10.0,sci-fi
