Movie name,Review,Created at,Score,Genre
Arrival,"Phenomenal movie. I wouldn't have watched this movie if I hadnt known about the intriguing ending (yes I was spoiled but I don't mind). I've never been a fan of Amy Adams in Superman or Jeremy Renner in Marvel but the story, delivery and slow pacing really punches this movie high. I wasn't disappointed at all. It has never a dull moment and there are many parts I can rewatch many times just to think about how they unfold. Lots of small details to look out for too like Abbot's actions before something happens. This movie is right up there with District 9, Contact, The Martian and Interstellar.","DEC 27, 2019",9,Mistery
Arrival,"Twelve black, shell-like spaceships land in twelve different locations around the world. The American government, in the person of Colonel Weber (Forest Whitaker), sends the linguist Louise Banks (Amy Adams) and the mathematician/physicist Ian Donnelly (Jeremy Renner) to find out what the aliens want. The other nations have a different plan and it is important to keep the peace. Arrival is a great science fiction film with the theme: landing of aliens. Treated differently than most blockbuster films. In most films, the objects are immediately shot at and the aliens attack. At Arrival everyone acts rationally and wants to find out what kind of objects they are and what the residents want. As a viewer, you think about what it could be and whether the residents are evil. What the film does particularly well is the visual implementation and the sound. The aliens look scary and could be from a horror movie. The tension is well maintained and it never gets boring. The beginning of the film is very emotional, which I didn't expect. The way they try to communicate is very interesting and well done and everyone tries to interpret something for themselves. I guessed some of the film's twist, but I was still shocked and didn't expect some things. The ending, like the beginning, is very emotional and beautiful. Ian's character isn't highlighted much, the film focuses more on Louise, whereas Ian seems to just be there to make the ending work. 9/10","APR 26, 2023",9,Mistery
Arrival,"The best thriller/sci-fi film I have ever seen in my life. The work behind the camera by Denis Villeneuve is majestic. The concept behind the origin and the meaning of the ""aliens"" is absolutely original in every shape. The work made by Joe Walker in the sound editing with the beautiful shots made by Brandon Young gave that little touch to the film to make it feel smoother.","APR 8, 2020",10,Mistery
Arrival,"At half way through the movie it felt terribly boring and it was like just the quest to find the signs of aliens but that ending changed my opinion suddenly it went to the peak!Awesome score since start of the film i was too much into the music awesome score,acting.most of time it felt boring even though the suspense of whats aliens try to tell and ending makes it a good movie!","APR 1, 2020",7,Mistery
Arrival,"This film just struck a chord with me, it felt so profound, minimalistic but very emotional. The score is a masterpiece and deserves as much praise, if not more, than the movie itself.","NOV 9, 2022",10,Mistery
Arrival,This film is one of the most original with this theme. There could be an easy continuation. And really think about what the world would be like if there was just one language,"FEB 24, 2023",9,Mistery
Arrival,"If you want to write an emotional sci-fi, you won't get it any better than Denis Villenueve's Arrival. The acting, subtlety in the editing and directing and originality in the script come together to create a complete masterpiece. I genuinely think it has one of the greatest twists of all time.","JAN 10, 2021",10,Mistery
Arrival,It was a short story and a great one at that. So it's understandable that the movie makers have to fill in details. It's in those details that lessen this movie for me.,"APR 22, 2020",7,Mistery
Arrival,"First time you watch it: 8/10. Second time: 10/10, hands down. A true masterpiece.","MAR 21, 2022",10,Mistery
Arrival,I finally got around to seeing this one and I am so glad I did! An interesting premise and cerebral plot more focused on language and geopolitical relations than the aliens themselves. The movie also respects the science that it dives into and doesn't use it as a simple plot contrivance like many action sci-fi movies do. I was left with a feeling of hope and intrigue after finishing it.,"MAY 31, 2020",10,Mistery
Arrival,Awesome !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"SEP 4, 2022",10,Mistery
Arrival,"A much duller version of close encounters of the third kind. Lots of sitting around discussing things and not much else going on. I found the main character too self absorbed to be likable so I couldn't get invested in her. The whole thing was very self-important but the payoff wasn't worth it. It shares the same faults as Denis Villeneuve's other movies, such as blade runner 2049 and Dune - visually striking imagery and great soundtrack but the movie is ultimately long and dull.","JAN 9, 2023",7,Mistery
Arrival,"What humanity needs is to strive for a common goal. I love science fiction because it can paint somewhat realistic scenarios like ARRIVAL, in which our planet is saved by extraterrestrial intervention. But more real than our first alien contact is the way ARRIVAL depicts a planet divided by invisible borders and nations unwilling to cooperate. God I love this movie.","MAR 25, 2019",9,Mistery
Arrival,"Arrival is a modern Sci-Fi. Both in the good and in the bad sense of the word. Arrival is spectacular and beautiful to attract a large audience, and moderately stupid not to scare away the mass audience. Excellent cast, one of the best roles of Amy Adams. Arrival should be watched only in the original, Arrival about linguistics, so dubbing completely changes the idea of the film. Arrival is a vivid example of popularizing Sci-Fi in wide circles, but only because it is a bad example of the genre. Arrival is too simple and stupid. If you want a real Sci-Fi, watch Annihilation. Of course, the Arrival movie is not worse, and it looks even better for most people, but when they say that this is one of the best Sci-Fi about exploring extraterrestrial life, you catch only irritation.","JUN 10, 2023",9,Mistery
Arrival,"Arrival is one of the best sci-fi movies ever made. Everything from Amy Adams'performance to the design of the ships, the aliens, the concept of the time, and how we perceive it, is extraordinary. Denis Villeneuve is a genius.","FEB 12, 2022",10,Mistery
Arrival,"Not great. As others have said, it is slow. Also, it feels like they just did a wikipedia search for ""linguistics"" and then wrote a script around the first paragraph. I don't see this as a cerebral sci fi film at all. More of a cheesy, slog-fest.","NOV 12, 2016",5,Mistery
Arrival,"I went to see this because when I arrived at the theatre Arrival was the only movie that just started. I liked Jeremy Renner in other movies like The Town, so I thought I would watch this one. I was pretty disappointed and could not give more than a 6. It seems he did not get enough acting in and even looked quiet at times like his lines were cut out. I don't see him in a romantic role either and the music was too overwhelming for me. It is an interesting idea but I don't believe the writing was really there, her flashbacks were predictable, and you knew what was going to happen. One of those films basically you know as the ones that rely on the CGI to get the ticket sales which is a losing concept to me.","NOV 15, 2016",6,Mistery
Arrival,"This is a science fiction movie about aliens visiting our planet. Or rather about attempts the mankind takes trying to establish a contact with aliens. The movie is done quite professionally, and I liked it's cinematography and sound track. There are good actors starring there (Amy Adams, Jeremy Renner, Forest Whitaker), and they deliver adequate performance. Most of the movie kept me interested. Sometimes pseudo-philosophical lingo carried me away. I think the movie was too long, and the script has not been thought through, leading to nowhere. Which is a shame, it had a lot of potential.","NOV 13, 2016",5,Mistery
Arrival,"The movie is very aesthetically pleasing to look at. There are a lot of great visual set pieces here. But as far as that, the movie never really transforms into anything more than a slice of life. Yes, the woman knows what'll happen in the next few years by the end of the movie, but what does she say to the guy that would happen to? The moral of the story is to live life even if it means going through heartbreak, but if feels hollow as it all felt avoidable to a degree and yet also in some ways makes the inevitability of the situation even worse. It's hard to say without spoiling, but it's decent to below average (a 6 rather than a 7). The soundtrack is probably the only other above average thing about this movie, though, very etherial and melancholy. God rest the soul of the composer.","MAY 13, 2021",6,Mistery
Arrival,ok movie really boring at times. it was only interesting to see the space craft and the aliens. other then that it was pretty dumb. working together and love is something the planet will never understand. well at least our leaders wont any way.,"JUN 1, 2023",6,Mistery
Arrival,Being a sci-fi buff I was anxious to see this film. It was not all I hoped it would be. Repeated scenes over & over lost the interest of the audience as I could feel. The acting was average and the sub plot was difficult to follow. Just couldn't rate it as some have.,"NOV 15, 2016",5,Mistery
Arrival,"Lets starts honest I really liked Arrival. Until it turned weird. Then, not so much anymore. With a class A cast including Amy Adams, Jeremy Renner and Forest Whitaker this should have been a great movie all the way to the end. Except that it wasn’t. It was a great movie until it stopped being that. I had high hopes for it and as such I was left slightly disappointed. Arrival is a good story with a ton of potential for greatness until it got whacked on the head and it all went belly up. For some reason I can’t help comparing it to the 1997 movie Contact, starring the iconic Jodie Foster, which kind of had the same problem. Great movie with a great story until the moment it went all pear shaped. The Story Twelve pods of unknown makeup and origin have appeared overnight at seemingly random locations around the globe. As to be expected the media goes nuts and social services break down. School is out. Louise Banks (Amy Adams) is a successful linguistics professor who stands in from of an empty class room the next day. She highly regarded in her field and has done highly classified consultancy work for the government in the past. Because of this it comes as no big surprise when she gets approached by the military. They need her help in decoding the language of the aliens and once that is done they want her to establish communications with the visitors. For this mission she gets a team of people and works closely together with Ian Donnelly, a theoretical physicist, portrayed by Jeremy Renner. All twelve pods have positioned themselves at seemingly arbitrary coordinates all over the world. The local governments are scrambling to establish contact with the aliens and try to learn as much as they can about ‘their’ pods. They all have a fall out about how to proceed and one by one they end up shutting down communication with the rest of the world. Everyone is now acting isolated without knowing what the others are doing or how far they are with their work to decipher the purpose of the visit. This of course creates an explosive situation that threatens to get out of hand when gossip has it that the Chinese are contemplating to nuke their pod in search for answers. This of course is not an ideal situation for anyone, as no one knows if and how the aliens or the neighbours, for that matter, will retaliate. Here is where it went wrong In between her work Louise has these strange flashbacks to her family, mainly her daughter. Except that we learn she doesn’t have a family nor a daughter. These flashbacks are just that, but that the events have not actually happened yet. They will happen in the future. And that, because she now speaks the aliens language, time doesn’t follow in a straight line for her anymore but in parallel strings all mixed up. Say what? This is where is turned south for me. I am good with weird and strange. But that was too much for me. In that moment the movie lost its credibility in my eyes. I know there are concepts out there about time and space and astro physics. In fact I am very interest in the subject. I have read several read books and listened to countless podcasts about it. But the way it was done in the movie is just ridiculous. I am very sorry. Final thoughts I suppose we can draw similarities to todays society, which is rather trigger happy. We constantly on the cusp **** catastrophe even without the presence of aliens. This raises the question of what will it take for humankind to step back from the abyss. What is needed for people to start working together instead of against each other? Arrival also touches on another question. A moral one that people ask themselves daily. If you knew the future and the way your life would turn out to be, would you change anything? If you knew that by accepting the greatest gift and joy you would ever get, you would also set yourself up the the most desperate pain. Would you still chose the same path? Its a powerful message. I just wish they would have found a different way to convey it.","DEC 25, 2016",5,Mistery
Arrival,"Cheap time travel as memory tricks doomed this only passing scifi flick with trite explanations, ignoring gaping logic holes dealing with the two main characters. I wouldn't recommend this movie. Style (& not all that much of that) over substance.","JAN 19, 2017",4,Mistery
Arrival,"Definitely a case of the emperor's new clothes, this film isn't as clever as it thinks it is. To be fair though it seems to have convinced a large number of people that it is. The longer it goes on the more the story and more importantly logic starts to unravel. As for the ending, meh just psychobabble.","MAY 24, 2020",4,Mistery
Arrival,"Can I be honest? This movie doesn't have any sense? What ""precious"" message aliens have for the Humanity? after half hour I completely lost interest watching the movie that was turning into a no sense plot. After Indipendece day any other Sci-Fi movies has been able to be plausible (for what possible), exciting and with a simple as much as deep story. Disappointed","NOV 12, 2016",5,Mistery
Arrival,"This could have been a great movie but the plot holes were large enough to drive a truck through and the premise is a bit hard to swallow. So there's a written language that induces clairvoyance. Sounds stupid when saying it out loud , right. So if the whole point was to teach us this written language, why didn't they start with that? Why was it Amy Adams who starts trying to communicate through writing? If they can see the future, why do they let one of themselves die? Forgetting the phone call to the Chinese general, a major plot point? Also, the twist is a bit predicable, not horribly, but you can guess it before the reveal. Poor execution has really detracted from this movie. If you're going to make a film, do it properly!","DEC 4, 2016",6,Mistery
Arrival,"On the one hand, yet another damn flick about aliens coming down! On the other, one that is fairly restrained, intelligent and serious with an original thought provoking premise. The slow unraveling mystery is good. The conventions of the sub-genre that still aren't transcended here are not, nor is some of the sentimentality. Alas it is not that bold after all. Would a real scientist constantly dealing in mathematics and numbers upon reading .083 say, ""point oh eight three"" and not ""point zero eight three""? If he is played by a sloppy actor taking sloppy direction perhaps. Or such a real scientist saying oh instead of zero might just need to be fired and lose grants.","NOV 25, 2016",6,Mistery
Arrival,"As if realistic alien contact is not difficult enough on its own to depict, Arrival also tries to incorporate ""time travel"", hence doubling-down on its failure to portray a convincing sci-fi narrative. Beyond the fresh but failed attempt with the linguistic aspect, this film is far below Contact in every regard, and only a truly numb mind can look beyond the glaring illogicalities and senseless plot. To be more specific and to name some key points: aliens come to the planet physically but do absolutely nothing? Anthropocentric madness. Time travel into the past without addressing the paradox? Americans being the only ""good guys"" of the human race? A pathetic accidental misunderstanding of a common word (in English) being the plot device that results in the culmination? Mediocre acting and a pointless plot for a very forgettable film that, I'm sure ""fans"" don't even recall anymore. Watch the Contact instead.","JUL 3, 2019",6,Mistery
Arrival,"I don't mind that the film is slow. 2001 is a slow movie and I love every frame of it. This movie is boring at times. I looked at my watch a couple of times. I don't believe we could decipher the complex symbols as quickly as they did, and I always have to wonder why super intelligent beings have a hard time learning our language(s). I also felt ZERO chemistry between the two leads. I also thought about the movie ""Contact"" several times as there is too many similarities. On the positive side, the visuals are striking at times, and Amy Adams is wonderful, as she is in every film she is in.","NOV 27, 2016",6,Mistery
Arrival,"The aliens have returned. This time in cool-looking, mysterious crafts that hover above the earth in 12 places. Amy Adams is the expert linguist (with a troubled past?) who's brought in to try to establish communications with the mysterious creatures. This film's concepts for otherworldly design are intriguing, but after seeing the film, the reason for their visit is still hazy. While there's lots of enticing set up, the proceedings move slowly to a repetitive and frustrating crawl before it's over. To make matters worse, the ending may leave you flummoxed. (Some internet research helped explain it.) While the premise is certainly fascinating, the dwindling pace and lack of much tension results in a less-than-satisfying outcome to this untraditional extraterrestrial narrative.","NOV 16, 2016",6,Mistery
Arrival,"I had so many high expectations from this movie, but they all fell into the drain after the end of the movie. I expected it to be a mystery, a good Sci-Fi movie, but it was completely and utterly boring. I know, there are some psychological and existential implications to the movie, but damn, it wasn't what I expected.","FEB 4, 2017",5,Mistery
Arrival,Massively overrated. Nonsense science masquerading as deep thoughts for those that don't know any better. I don't know how else to explain that what you see in this movie is just silliness.,"SEP 8, 2023",4,Mistery
Arrival,"While I thought it was a great story with good acting, the movie is extremely slow. It bored me a lot, I wouldn't watch it again and I don't think it deserved to be among the best films.","NOV 16, 2017",6,Mistery
Arrival,"Weird and complex, strangely engrossing, but not entertaining. A big problem was that you couldn't understand what they were saying half the time, but maybe that was a good thing. And, as for meaning, who knows? Certainly no 2001 or Close Encounters. I suppose it had something to do with the meaning of life. Unfortunately, too much pat Hollywood story lines as well.","DEC 29, 2016",5,Mistery
Arrival,"In his first foray into sci-fi, Villeneuve's lofty ambitions are as over-calculated as they are under-executed. Arrival is far from the promised humanist thriller, coming across as a wannabee Nolan thinker, only less coherent and more pretentious. After the abominations of Enemy and Sicario, this may just be strike 3 for Denis.","FEB 22, 2017",4,Mistery
Arrival,"This movie a huge disappointment. It's boring, the plot is a joke, and it tries to very deep and philosophical even though by the end of the movie, you don't care about the characters or their troubles. A waste of time.","FEB 18, 2017",6,Mistery
Arrival,Two alien octapuses travel to Earth in a giant egg and share the secrets of time with humans by squirting black ink onto the wall of their on-board fish tank. This film really makes you appreciate Close Encounters of the Third Kind.,"JAN 26, 2017",5,Mistery
Arrival,"Arrival is one of those movies where people think that if you did not think it is a great movie, then it means you did not understand it. The payoff at the end was just barely enough to cover the deficiencies. Getting to the end was difficult. It was super slow. The romance seemed forced. Could have been better. 6/10.","NOV 17, 2016",6,Mistery
Arrival,"This one is getting reviewed higher than I believe it deserves, so I will reply. I love Denis Villeneuve's other movies, and the cinematography and general quality of this one is consistent. We get lost in being too philosophical and digging for a big philosophical point, but never really finding it, I felt. Simple as that.","NOV 10, 2016",6,Mistery
Arrival,"Tremendously overrated. It is a good movie, and has very good special effects, but it did not deserve a best picture nomination. At best it is forgettable.","MAR 5, 2017",5,Mistery
Arrival,"Arrival has some interesting things going for it. However the plot quickly slows to a snails pace with the ""flashbacks"" going on which caused me more than once to serious consider leaving the movie. The twist at the end helps some but even that they bang you over the head with like we are idiots and need everything spelled out for us several times.","JAN 3, 2017",4,Mistery
Arrival,"Sorry, movies rated 81 are supposed to rock the house. They mailed it in for the last 30 minutes. Stay home, save your money, and watch it on your flat screen.","NOV 25, 2016",6,Mistery
Arrival,"If you want to watch a film to fall asleep to this is it. Long boring and you won't want to stay awake for the ending. How this has such a high rating Is as baffling as those squid like aliens. Even I could write a better script than this film had. Endless moments of nothing, and the climax was not out of this world. very disappointing considering the acting talent. Don't waste your time...","JAN 26, 2017",4,Mistery
Arrival,"Seriously, just go watch Contact again, because it's way better than this. Arrival is trying to be Contact and it just falls flat. A male protagonist would have helped. Being less slow would have helped. A better soundtrack would have helped.","MAR 24, 2017",5,Mistery
Arrival,"I have to give the film makers a 6 for effort and some originality because it is different than other sci-fi films but the overall dreariness of the characters and the foggy plot take much away from it. Even though it made me think awhile after i watched it it i came to the conclusion that it was too silly to be worth the thought with all the logic holes. One thing i thought of that made me laugh after i watched it was how when they brought the female lead in to try to communicate with the aliens after 'every other expert failed' she succeeded by just doing what is a stock thing in every low budget fish out of water film i've ever seen .....pointing at herself and saying 'me **** then pointing at the alien and .you.... ???"" Those other experts must have been pretty lame.","JAN 7, 2017",6,Mistery
Arrival,"Boring, boring, boring....blablabla boring, boring, boring. DonT waste your money on this **** movie. The biggest disappointment in cinema history. Better watch ""it came from outer space""","DEC 1, 2016",1,Mistery
Arrival,"Amy Adams and JR gave good if not great performances, but beyond that there's nothing here to keep a serious sci-fi fan interested. As others have said, it's slow, boring, and intellectually uninteresting. Ask yourself how a race from the present or future that is capable of time/interstellar travel can't figure out a few basic languages before they get here? And the needless gravity manipulation? Why not rotate the ship and use a ramp? More goofy parlor tricks to keep the FX folks busy. The time travel wrinkle was just a way to get out of multiple plot dead-ends. Villeneuve's oooh, ahhh direction is just ridiculous stalling when a better script was necessary.","JAN 11, 2017",2,Mistery
Arrival,"A film that instantly tries to force emotions upon you with dreary violins, showing a mother with her dying child. Two characters i have no link to since the movie just started. Sure its still sad but yea, it just becomes forced. The movie builds up tension and excitement well, similarly like the movie Contact with trying to decipher what the aliens want. You become invested in it and really want to know what it's about but it falls short on the delivery. Spoiler ahead. The movie delivers nothing. It's completely pointless. It tries to tell us that humanity need to work together and communicate. Well ok, thanks i guess. And some mumbo jumbo about love and children. All delivered with pretentious flashbacks and more dreary violins to force emotions upon you. All the setup is great. But in the end it doesnt deliver anything at all. It's a completely pointless movie. Watch Contact instead, it's basically the same movie but good.","JAN 15, 2023",2,Mistery
Arrival,"Looks like most people are judging this movie without having read the short story upon which it's based. There was a lot of rework of the plot to make it a movie, and in doing so the beauty and best parts of the story were discarded. All that's left is a sappy mess which causes the first contact part of the plot to feel awkward and out of place.","FEB 3, 2017",2,Mistery
Arrival,"Just a pseudo-intellectual movie. It looks like a intelligent movie, but it really isn't. The plot is stupid, the characters are all stupid, the pacing is terrible and, during the whole movie, NOTHING interesting and smart happens. Hell, I could even say nothing happens in the movie at all... This is really a hipster movie. It looks different and smart, but is has nothing going for it.","JAN 16, 2017",0,Mistery
Arrival,"Awful, make no sense, probably one of the worst science fiction movie of all time....boring to death...really, if you want to sleep, watch **** good press is all wrong ....","FEB 24, 2017",0,Mistery
Arrival,"Grossly overrated movie. The plot is nearly non-existent, and what there is makes little sense. Huge questions, such as - Why have the aliens come? - are answered in about 6 words. The screenplay isn't a screenplay; it is a rough sketch, one that leaves many story elements undeveloped. Honestly, I don't know what they needed two hours for if this is all they had to deliver. I could, if I wanted (I won't) ""spoil"" this movie for you in about two sentences, as that's all there is in terms of content. The rest of it is spent on dull shots of the giant floating rock of an alien ship, and repetitive scenes of our cast learning to communicate with the octopus-like aliens. Add two hours to your life and do not see this movie.","FEB 24, 2017",2,Mistery
Arrival,"The movie is just a non sense trailer with non sense flashbacks, it's an argue who starts good and finish with a non sense... thing, the director just make and experiment with a wrong trama","FEB 11, 2017",3,Mistery
Arrival,"How on earth are people giving this boring mess of a movie such high scores? I guess it just tells you have bad the average movie is today. This is a convoluted, boring, poorly acted contrived mess that has neither originality or a real story line. Thankfully I saw this on a DVD so I could fast-forward through the plodding mindless scenes.","FEB 18, 2017",1,Mistery
Arrival,"Do you remember why you loved the Matrix trilogy then hated it? It's because it was a love story masking as a kick-ass sci-fi story. Similar thing here, ""Arrival"" is a love story masking as an alien contact story. I want to rate it a ""1"" because of its deceit, implausible plot points, and feel-yourself-age pacing but it gets a ""3"" because of its production values and A-list cast. It also messes with the flow of time, not time travel, but its sequencing. While that's laudable, it can be very confusing and inevitably leaves you feeling ""had"" or conned story-wise. It's a pretty mess resulting in a waste of 2hrs of your time.","APR 29, 2017",3,Mistery
Arrival,"My review talks about the movie so I guess it is a spolier: I have never felt the need to review a movie before. Some I really liked, some I disliked. I am a movie person. I love them. Haven watched thousands of movies in my life. I was super excited to see this movie, but had to wait until it came to video. The premise of the movie is that Aliens come to earth to share their language because somehow that gives you the ability to see into the future....sorry they lost me right there. Soo many plot holes. What do the ships do when they get someone to learn their language? Of that's right they simply fade away. That is really it. I know their is a theory out there about being able to see the future or something and while I am a huge fan of theories revolving around what the human brain can accomplish the idea that learning a language allows time travel is a little too big of a stretch IMO. The entire political angle is also over acted and comical really. I have never seen a movie that got such praise be one that I found so incomplete..almost comical in the holes the writer left. I can only shake my head. First review on this site and most likely the last unless some other extremely mediocre movie gets immense praise. And just for the record the parts with Amy Adams and her child in the movie are extremely heartfelt. Having 3 kids of my own those scenes did tug on my heart strings, but it did nothing to help the score of the movie from my perspective.","JUL 25, 2017",2,Mistery
Arrival,"I have watched Arrival four times to find any redeeming qualities to it. I felt the acting was fine but over rated since the movie was so low key and not particularly entertaining. My first problem with it was the way they portrayed the aliens. It is the same old thing, make them look like monsters who have no hands ect., making it totally unbelievable they could build anything to travel anywhere. The movie is more about time than anything else. It is unlike any other movie I have seen so saying there were cliches I found to be inane and won't use that. The soundtrack droned and was very distracting sometimes eclipsing what the actors were saying. The language shown would have been impossible for a linguist to figure out in such a short time. A friend compared it to a Tibetan circle language yet upon investigation, the linguist that created it said nothing about it being anything more than made up. It's a love story in a way but done in a very boring way. I didn't find the movie interesting or thought provoking because the subject matter within it...time isn't linear is old news. Amy Adams did a good job with what she was given but it wasn't much. The movie simply is not entertaining and leaves one with unanswered questions. Unless one is very cerebral this will not be able to hold the attention of most viewers for long. I was very disappointed and have watched hundreds of science fiction movies. I have also read a number of reviews around the net and no one person got the same thing out of this film. Good luck to anyone who tries to sit down and make heads or tails of it without extrapolating on it like most critics have done.","APR 9, 2017",2,Mistery
Arrival,"Don’t waste your time with this unnecessarily protracted pseudo-science-fiction drama about first-contact with aliens. Instead, see 1977’s “Close Encounters of the Third Kind” or even better the classic 1951 original, ""The Day the Earth Stood Still.""","DEC 7, 2016",0,Mistery
Arrival,This movie was so dull that I’d watch Barney Reruns while eating whatever I can find in the garbage bin rather than sit through all two hours of this severely underwhelming story again.,"NOV 26, 2017",3,Mistery
Arrival,"I was really disappointed in this movie. It didn't make a whole lot of sense to me. The premise was totally fabulous, but I don't think the story lived up to the promise the original idea promised. The biggest disappointment of all was the appearance of the alien life forms. I thought it was just completely stupid to make them look the way they did. For me, this movie was a total bust.","FEB 3, 2017",3,Mistery
Arrival,I thought the beginning half of the movie was fairly good and I was interested in the story. The ending was so bad it actually made me angry and I yelled at my TV.,"FEB 16, 2017",2,Mistery
