Movie name,Review,Created at,Score,Genre
John Wick,"A Clear Polished Job. John Wick Stahelski's action trilogy is every fan boy's wet dream. He clearly ought to be one of them to justify and glorify the characters like such on screen. His old productive textbook methods are testament to why it works and we nod so effervescently in his every possible scenario even though it raises questions every now and then. This people pleasing entertainment has one and only one reason to communicate it so thoroughly and its tendency to lean towards the mythological aspect of the characters. Despite of being dipped into a pragmatic mafia world, it makes sure that there is one key to every lock, one moon and one sun that shines over these surprisingly loyal and professional businessmen. On that note, the amiability of it to grasp that theme and beam us back to our childhood days, Stahelski is successful in his work. In fact, personally, I feel the lead to be eerily similar to the comic character He-Man. He too has a pet animal and is incredibly feared by his enemies, something that Stahelski has got it right on the mark. The build up of his presence on a room or even a mention of his that makes others writhe on the spot, is so precious for this storytelling to move forward, that Stahelski has made its priority and with Reaves- a smart casting choice since he already has such a reputation- on the realm, he can sleep peacefully. And yes, it is for every man himself, Reeves never turns off the switch, he oozes power, chic panache and flamboyancy in his body language to own the surrounding, the car, the gun and the hype. The entire movie hangs on a single moment, that it is built towards, a moment where finally Reeves accepts his fate and claims the title that everyone has been giving him- something that you would encounter in a mythology- and that of course because of brilliant execution is one of the best shot scene. Stahelski coming from a stunt department, the action leaves you in an awe of it, from imputing humor and bedazzling moments in this gore visual galore of his, the camera work is purely stupendous. And this is probably the only reason why it aches you to encounter a disappointing final act, since the choreography is neither clean nor is it shot perfectly enough to give even a vague idea to map around one's mind. The supporting characters are balanced and well bred, with antics that are derived from their equations, Dafoe, Palicki and Nyqvist stands out alone for their lethal-ness. Stahelski's theme resonates more like Goddard- the creator of Marvel's Daredevil- than it does with Wachowski Brothers which is surprising since he came from that background. Another appealing aspect of it is the cleanliness, its huge neat production set and props that makes you want to pick up the gun and shoot out wild. John Wick is not pushing any boundary in cinematic world, it respects and accepts its place and delivers the best knockout there is.","JAN 27, 2019",5,Crime
John Wick,"John Wick is Carl Rinsch's second attempt at making a movie (again with Reeves) after making the pile of **** 47Ronin. This movie is, like his last attempt, a bunch of cliche film tropes with barely any original shots, plot ideas, characters or dialogue. The film is well produced having substantial advertising and even a videogame tie in but the actual movie shows naivety in it's inability to take risks or show originality. From the start the characters and their motivations are dis-interesting and bland, we're introduced to several characters like they're important, only to have them die seconds later or get 3 minutes of screentime . With nothing at stake the events that progress the plot have no impact or hold any importance to the viewer, meanwhile the characters in the scenes react weirdly and unrealistically to whats happening, making everyone appear heavily autistic or simply insane. Weird editing seemingly cuts all connecting shots in the film leaving it disjointed and awkward, there's no sense of immersion because the movie only tells and never shows to the point of frustration. John just does **** off screen, critical interactions between characters are just imposed instead of created. Simply put this movie is **** boring, it's not a well made B movie, it's a poorly made B movie with an A movie budget. John Wick is a real piece of **** from the extremely dated 90s emo soundtrack ft Marilyn Manson constantly to the tediously cliche scenes, awkward writing, and 1 dimensional characters the movie really comes across as a script written and directed by a child. I would not recommend this movie to anyone. Unless you desperately want to see Reeves not give a **** in yet another movie.","JAN 22, 2015",2,Crime
John Wick,my buddy recommended this movie. OMFG! good thing I did not spend money on this POS. I understand they were going for that samurai movie thing but this movie just doesnt do it for me. KR is a seriously annoying and overrated actor. he mumbles and stumbles his way through this movie. The goons are bargain basement and pretty much fail to check corners and walk into his line of fire. Russian mob types are way overused and abused at this point. I'll admit that I watched this on youtube and didnt finish it. Movie was just a waste of time. I could care less about the dog.,"MAY 10, 2015",1,Crime
John Wick,"""John Wick"" is another in a long line of movies about a character, who, like Rambo, like Jason Bourne, like the Man With No Name, is the world's toughest tough guy or the world's most dangerous hired gun. If comic book heroes excite you, then by all means watch ""John Wick"". If the topic of actual real-life organized crime killers interests you then what you should see is one of the documentaries about Richard ""The Iceman"" Kuklinski, who is reputed to have killed dozens, if not hundreds, by way of the Gambino's DeMeo crew. I give this film a 3 because if a character is going to take out an entire platoon of assassins he or she better be wearing spandex -- that or having flashbacks about Master Po.","APR 7, 2017",3,Crime
John Wick,"Dumber than a sack of rocks. The way they're painting him as an unstoppable force is so over-the-top and cartoonish it's practically telling me I'm stupid to my face. I couldn't make it to the 30-minute mark before I had to stop the movie, I couldn't take the stupidity anymore. The dog was the best character in the half hour I did watch, so 1 point for that.","MAR 24, 2017",1,Crime
John Wick,"It was cool watching people getting shot, but the plot is so weak. So movies include romance to help the audience connect with the characters, but I mean I don't give an absolute **** about how much John loves his wife. I don't get why everyone has to die because of it. Having the killer girl killed so effortlessly is such a cheap compensation for the friend who died for helping John. Is he still in grade school?? Is he killing random people just because he can?? His wife will sure be pleased with what he did and not regret having sent him the dog.","MAY 27, 2017",2,Crime
John Wick,"1 point. And only 1 point. For the dog. Which they kill within the first 17 minutes. I am admitted Keanu Reeves fan, but **** this movie. And **** you Dillon for recommending it.","JUN 28, 2015",1,Crime
John Wick,John Wick is Colon Cancer. Hollywood needs to untuck its head from its ass. This is KRs worst ever movies. Seriously he was better in Dracula. (His version which was also garbage.),"MAY 11, 2017",0,Crime
John Wick,"I'm surprised there are so many good reviews for this movie. Reeves is just terrible. The only thing remotely interesting about this film is how they got an actor as good as Willem Dafoe to go near this film. Not since Harvey Keitel appeared in Sister Act 2, has an actor dropped down to the lower leagues.","MAR 15, 2015",3,Crime
John Wick,"REVENGE PORN is my summation of this film. I get the sensation of being emotionally manipulated to root for an ex mafia hit man when in reality, they are all despicable P.O.S. Oh! They killed his puppy! Think for micro second.. John Wick probably did worse than that before he fell in love and left the crime world in order to live the good life from all of his ill begotten riches. Coupled with absolutely no other true character development and for what of that there is, it takes a back seat to the non stop MATRIX LIKE hand to hand battle sequences that make up 95% of the film. Isn't that nice of Hollywood to develop a series of films where Keanu Reeves doesn't have to act and involves almost identical battle sequences using his skillset that he had previously learned for The Matrix trilogy.. hmmmm things that make you go hmmmm.... at least the matrix had an interesting and way more complex storyline to frame the action sequences in it. This film is extremely unsophisticated REVENGE PORN. How ever polished it may be.","MAR 23, 2022",3,Crime
John Wick,"Saw the trailer and thought 'well, not for me'. Then kept hearing about it from friends, read all the positive reviews and decided to give it a chance. I forced myself to sit through it, assuming the redeeming a-ha moment justifying the hype is gonna come up any second now. Sitting through so many cringe-worthy moments and cliches, I just can't for the life of me understand how human memory can be so dull, people can see these exact same scenes we've all seen for the past 20 years and think - 'this is groundbreaking'. Wick really reminded me of Ben Stiller's Scorcher in 'Tropic Thunder' (""The man who made a difference 5 times before is about to make a difference again, but this time it's different"" ). So I guess we haven't seen the last of these... 2 stars for introducing me to that awesome Kaleida song played in the shoot shoot bang gang scene in the club.","JUN 17, 2019",2,Crime
John Wick,"Complete and utter trash. The good reviews this piece of crap is getting blows my mind. Are people that dumb that they actually enjoyed such a stupid movie? If you enjoy watching class A hollywood action movie trash, then John Wick is the movie for you.","MAR 30, 2015",3,Crime
John Wick,"As I was sitting in John Wick, counting bullets and dead bodies dropping to the floor, I realized that over the last 5 decades I must have seen about 6000 movies. This one was easily among the top 5 worst ones on my list. It is guaranteed plot-less, and focuses mainly on extreme violence. Even in its violent scenes it is merely silly. Why would a trained assassin who already killed 50 people miss his main target? Not very likely. Yes, the choreography of the fight scenes is nice, but Hong Kong movies have done this even better about 2-3 decades ago. It is sad to see good actors such as Willem Dafoe languish in such a sub-par mess. What is the target audience for it? 17-year old video-game playing nerds with an IQ of a blender. This movie is a waste of time.","NOV 15, 2014",0,Crime
John Wick,"The plot of this movie is laughable and if you like good stories, run away now! Action in the other hand is only bad. Punches have barely any weight, enemies are terrible with their guns and don't try to kill Wick but just shoot at his general direction. These goons are the worst and even a stormtroopers from Star Wars would be ashamed. Lighting was good though. Like lights? This movie might be your thing.","OCT 20, 2018",3,Crime
John Wick,"The IMDB summary which states ""everything has been taken from him"" is actually a life of dog and a car both of them which appear for no more less than 3 minutes in the entire film. This movie shoots a **** load of bullets and makes a huge pile of bodies with maximum no. of people shot in the head at point blank range. The father himself gives the address of his son's hideout who he tries to protect from the starting of the movie.","APR 4, 2015",3,Crime
John Wick,"I can't believe this movie got so many positive reviews. The plot is weak, it's entirely predictable and the action scenes are even more absurd than usual for a movie of this kind.","MAR 15, 2015",3,Crime
John Wick,"This is the absolute DUMBEST movie I have ever seen in my entire life. You literally have to leave your IQ out the door in order to tolerate this piece of trash. It is basically story-less with some lame plot and Keanu Reeves simply kills his unrealistically incompetent enemies like flies with some repetitive BS moves. They literally miss shooting him at 5 meters and he hits them with every shot no matter what the distance. This garbage makes Rambo look like Ben Hur. If you want to see extreme violence and save money, just search from some ISIS execution videos on line. They are free and at least have some kind of a story behind them. The fact that there are people rating this movie above 5 means America is now an idiocracy. I pity the world.","FEB 14, 2017",0,Crime
